ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
TKT-000613,Critical,Resolved,Database,Backup failed,Database issue affecting development environment,2025-09-26,2025-10-24,Support Team,2025-09-26 14:20:31
TKT-000614,Medium,Open,Server,Server down,Server issue on db-server-03,2025-10-19,,Infrastructure Team,2025-10-19 14:20:31
TKT-000615,High,Open,Other,Documentation needed,General IT support request,2025-12-03,,IT Team,2025-12-03 14:20:31
TKT-000616,Critical,Open,Database,Query performance slow,Database issue affecting production environment,2025-08-19,,Support Team,2025-08-19 14:20:31
TKT-000617,High,On Hold,Hardware,Hard drive failure,Hardware issue reported by user. Device: Laptop,2025-11-29,,Help Desk,2025-11-29 14:20:31
TKT-000618,Medium,In Progress,Software,License renewal,Software problem affecting productivity. Application: Custom App,2025-08-07,,Support Team,2025-08-07 14:20:31
TKT-000619,Low,On Hold,Security,Virus detected,Security concern reported. Impact: Department,2025-09-04,,Security Team,2025-09-04 14:20:31
TKT-000620,High,On Hold,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Laptop,2025-06-17,,Support Team,2025-06-17 14:20:31
TKT-000621,Critical,In Progress,Software,License renewal,Software problem affecting productivity. Application: Custom App,2025-07-29,,Network Team,2025-07-29 14:20:31
TKT-000622,Medium,Resolved,Email,Attachment size limit,Email service issue. Mail client: Web Mail,2025-11-14,2025-12-28,Help Desk,2025-11-14 14:20:31
TKT-000623,Medium,In Progress,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Desktop,2025-10-30,,Network Team,2025-10-30 14:20:31
TKT-000624,Low,Resolved,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-10-27,2025-11-23,Infrastructure Team,2025-10-27 14:20:31
TKT-000625,High,On Hold,Email,Attachment size limit,Email service issue. Mail client: Web Mail,2025-10-14,,Network Team,2025-10-14 14:20:31
TKT-000626,Low,In Progress,Database,Access permission,Database issue affecting development environment,2025-09-19,,Security Team,2025-09-19 14:20:31
TKT-000627,Medium,In Progress,Database,Backup failed,Database issue affecting development environment,2025-09-01,,IT Team,2025-09-01 14:20:31
TKT-000628,Critical,In Progress,Database,Backup failed,Database issue affecting production environment,2025-11-26,,Database Team,2025-11-26 14:20:31
TKT-000629,Medium,On Hold,Email,Attachment size limit,Email service issue. Mail client: Thunderbird,2025-09-05,,Network Team,2025-09-05 14:20:31
TKT-000630,High,On Hold,Email,Spam filtering,Email service issue. Mail client: Gmail,2025-12-07,,Infrastructure Team,2025-12-07 14:20:31
TKT-000631,High,On Hold,Software,Software installation request,Software problem affecting productivity. Application: Browser,2025-10-05,,Security Team,2025-10-05 14:20:31
TKT-000632,Medium,On Hold,Access,Permission request,User access issue. Type: Contractor,2025-11-14,,Help Desk,2025-11-14 14:20:31
TKT-000633,Medium,Closed,Email,Email not syncing,Email service issue. Mail client: Gmail,2025-11-18,2026-01-05,Database Team,2025-11-18 14:20:31
TKT-000634,Low,Closed,Access,Access denied,User access issue. Type: Role change,2025-10-09,2025-11-23,Infrastructure Team,2025-10-09 14:20:31
TKT-000635,Low,Open,Access,Access denied,User access issue. Type: Role change,2025-07-03,,Help Desk,2025-07-03 14:20:31
TKT-000636,Critical,Resolved,Printer,Toner replacement,Printer malfunction in Floor 1,2025-11-22,2025-12-19,Help Desk,2025-11-22 14:20:31
TKT-000637,Critical,Open,Access,Access denied,User access issue. Type: Role change,2025-11-09,,Network Team,2025-11-09 14:20:31
TKT-000638,Low,On Hold,Security,Virus detected,Security concern reported. Impact: Department,2025-11-18,,Network Team,2025-11-18 14:20:31
TKT-000639,Critical,In Progress,Software,Update failed,Software problem affecting productivity. Application: Office Suite,2025-09-06,,Network Team,2025-09-06 14:20:31
TKT-000640,Low,On Hold,Other,Feedback,General IT support request,2025-10-10,,Network Team,2025-10-10 14:20:31
TKT-000641,Critical,Closed,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Peripheral,2025-09-07,2025-09-29,DevOps Team,2025-09-07 14:20:31
TKT-000642,Critical,On Hold,Database,Backup failed,Database issue affecting development environment,2025-07-25,,DevOps Team,2025-07-25 14:20:31
TKT-000643,Medium,On Hold,Network,WiFi not working,Network connectivity issue affecting 20 users in Remote,2025-07-25,,IT Team,2025-07-25 14:20:31
TKT-000644,Critical,Resolved,Other,Documentation needed,General IT support request,2025-08-29,2025-09-16,Database Team,2025-08-29 14:20:31
TKT-000645,Medium,Closed,Printer,Paper jam,Printer malfunction in Floor 2,2025-07-13,2025-08-04,IT Team,2025-07-13 14:20:31
TKT-000646,Critical,In Progress,Printer,Print quality issue,Printer malfunction in Reception,2025-07-01,,Infrastructure Team,2025-07-01 14:20:31
TKT-000647,High,Open,Hardware,Laptop not working,Hardware issue reported by user. Device: Monitor,2025-08-07,,DevOps Team,2025-08-07 14:20:31
TKT-000648,High,Closed,Database,Backup failed,Database issue affecting staging environment,2025-10-20,2025-11-01,Network Team,2025-10-20 14:20:31
TKT-000649,Critical,Closed,Email,Attachment size limit,Email service issue. Mail client: Outlook,2025-10-29,2025-11-21,Help Desk,2025-10-29 14:20:31
TKT-000650,High,On Hold,Email,Email account setup,Email service issue. Mail client: Gmail,2025-10-08,,Help Desk,2025-10-08 14:20:31
TKT-000651,Critical,Resolved,Network,WiFi not working,Network connectivity issue affecting 2 users in Building A,2025-10-03,2025-10-06,Network Team,2025-10-03 14:20:31
TKT-000652,High,In Progress,Other,Documentation needed,General IT support request,2025-07-05,,Database Team,2025-07-05 14:20:31
TKT-000653,Low,Closed,Access,Permission request,User access issue. Type: Contractor,2025-08-30,2025-09-25,Database Team,2025-08-30 14:20:31
TKT-000654,High,In Progress,Other,Feedback,General IT support request,2025-06-29,,IT Team,2025-06-29 14:20:31
TKT-000655,Critical,Closed,Network,WiFi not working,Network connectivity issue affecting 40 users in Building B,2025-06-22,2025-06-30,Infrastructure Team,2025-06-22 14:20:31
TKT-000656,High,In Progress,Network,VPN connection issues,Network connectivity issue affecting 26 users in Remote,2025-12-03,,IT Team,2025-12-03 14:20:31
TKT-000657,Medium,Open,Access,New user setup,User access issue. Type: Department transfer,2025-12-03,,Database Team,2025-12-03 14:20:31
TKT-000658,Low,On Hold,Access,Permission request,User access issue. Type: Department transfer,2025-08-21,,IT Team,2025-08-21 14:20:31
TKT-000659,Critical,Resolved,Printer,Toner replacement,Printer malfunction in Reception,2025-10-27,2025-11-19,Infrastructure Team,2025-10-27 14:20:31
TKT-000660,Low,Closed,Database,Query performance slow,Database issue affecting staging environment,2025-10-16,2025-11-04,Network Team,2025-10-16 14:20:31
TKT-000661,High,Closed,Printer,Print quality issue,Printer malfunction in Floor 3,2025-11-18,2026-01-05,Network Team,2025-11-18 14:20:31
TKT-000662,Low,Resolved,Server,Server down,Server issue on app-server-02,2025-10-31,2025-12-11,Infrastructure Team,2025-10-31 14:20:31
TKT-000663,Critical,Open,Server,Service not responding,Server issue on app-server-02,2025-07-03,,Network Team,2025-07-03 14:20:31
TKT-000664,Low,Closed,Other,General inquiry,General IT support request,2025-11-02,2025-12-06,Infrastructure Team,2025-11-02 14:20:31
TKT-000665,Low,In Progress,Other,Feature request,General IT support request,2025-11-29,,Security Team,2025-11-29 14:20:31
TKT-000666,Low,In Progress,Software,Update failed,Software problem affecting productivity. Application: Office Suite,2025-08-16,,Database Team,2025-08-16 14:20:31
TKT-000667,Low,Open,Server,Server down,Server issue on web-server-01,2025-11-30,,Infrastructure Team,2025-11-30 14:20:31
TKT-000668,Low,In Progress,Software,Update failed,Software problem affecting productivity. Application: IDE,2025-11-16,,Help Desk,2025-11-16 14:20:31
TKT-000669,High,Resolved,Server,Service not responding,Server issue on web-server-01,2025-07-20,2025-09-01,DevOps Team,2025-07-20 14:20:31
TKT-000670,Low,Closed,Printer,Printer driver needed,Printer malfunction in Floor 2,2025-10-19,2025-11-07,Support Team,2025-10-19 14:20:31
TKT-000671,Critical,Closed,Access,Account locked,User access issue. Type: New hire,2025-11-10,2025-11-27,Security Team,2025-11-10 14:20:31
TKT-000672,Medium,Resolved,Security,Security audit,Security concern reported. Impact: Single user,2025-06-20,2025-07-21,Support Team,2025-06-20 14:20:31
TKT-000673,Low,In Progress,Hardware,Laptop not working,Hardware issue reported by user. Device: Peripheral,2025-09-29,,Database Team,2025-09-29 14:20:31
TKT-000674,Critical,On Hold,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Laptop,2025-07-09,,Database Team,2025-07-09 14:20:31
TKT-000675,Medium,Open,Network,Network printer offline,Network connectivity issue affecting 9 users in Building B,2025-09-16,,Database Team,2025-09-16 14:20:31
TKT-000676,Critical,Open,Email,Cannot send emails,Email service issue. Mail client: Web Mail,2025-09-17,,Network Team,2025-09-17 14:20:31
TKT-000677,Medium,Resolved,Access,Password reset,User access issue. Type: Department transfer,2025-07-18,2025-08-10,Security Team,2025-07-18 14:20:31
TKT-000678,Critical,On Hold,Database,Data corruption,Database issue affecting production environment,2025-10-16,,DevOps Team,2025-10-16 14:20:31
TKT-000679,Low,Resolved,Printer,Printer driver needed,Printer malfunction in Reception,2025-10-26,2025-11-16,Help Desk,2025-10-26 14:20:31
TKT-000680,Critical,Resolved,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-07-10,2025-07-19,Database Team,2025-07-10 14:20:31
TKT-000681,Medium,On Hold,Server,Service not responding,Server issue on app-server-02,2025-09-25,,Database Team,2025-09-25 14:20:31
TKT-000682,Critical,Resolved,Security,SSL certificate expired,Security concern reported. Impact: Single user,2025-07-24,2025-08-16,IT Team,2025-07-24 14:20:31
TKT-000683,Medium,On Hold,Access,Password reset,User access issue. Type: Contractor,2025-11-09,,Security Team,2025-11-09 14:20:31
TKT-000684,Medium,On Hold,Printer,Printer not printing,Printer malfunction in Floor 1,2025-06-23,,IT Team,2025-06-23 14:20:31
TKT-000685,Low,Closed,Other,Request for help,General IT support request,2025-07-04,2025-08-06,Security Team,2025-07-04 14:20:31
TKT-000686,Low,Resolved,Printer,Paper jam,Printer malfunction in Reception,2025-07-22,2025-09-03,Database Team,2025-07-22 14:20:31
TKT-000687,Low,Resolved,Network,Network printer offline,Network connectivity issue affecting 10 users in Building B,2025-08-19,2025-09-22,DevOps Team,2025-08-19 14:20:31
TKT-000688,High,In Progress,Security,Firewall configuration,Security concern reported. Impact: Department,2025-09-05,,Help Desk,2025-09-05 14:20:31
TKT-000689,Low,Open,Access,New user setup,User access issue. Type: Role change,2025-11-27,,Security Team,2025-11-27 14:20:31
TKT-000690,Medium,In Progress,Hardware,Laptop not working,Hardware issue reported by user. Device: Laptop,2025-10-05,,DevOps Team,2025-10-05 14:20:31
TKT-000691,Low,Closed,Printer,Printer driver needed,Printer malfunction in Reception,2025-11-01,2025-11-03,Support Team,2025-11-01 14:20:31
TKT-000692,Critical,Resolved,Software,Performance issue,Software problem affecting productivity. Application: Browser,2025-12-04,2025-12-24,DevOps Team,2025-12-04 14:20:31
TKT-000693,High,Open,Database,Data corruption,Database issue affecting production environment,2025-07-02,,IT Team,2025-07-02 14:20:31
TKT-000694,Medium,Open,Database,Access permission,Database issue affecting production environment,2025-06-19,,Infrastructure Team,2025-06-19 14:20:31
TKT-000695,Critical,Open,Software,Update failed,Software problem affecting productivity. Application: Browser,2025-07-16,,DevOps Team,2025-07-16 14:20:31
TKT-000696,Medium,Resolved,Server,Application deployment,Server issue on db-server-03,2025-07-22,2025-07-31,Infrastructure Team,2025-07-22 14:20:31
TKT-000697,Low,Resolved,Hardware,Laptop not working,Hardware issue reported by user. Device: Laptop,2025-10-31,2025-11-17,Help Desk,2025-10-31 14:20:31
TKT-000698,Low,In Progress,Hardware,Hard drive failure,Hardware issue reported by user. Device: Monitor,2025-10-28,,Help Desk,2025-10-28 14:20:31
TKT-000699,Low,On Hold,Database,Backup failed,Database issue affecting production environment,2025-11-01,,Security Team,2025-11-01 14:20:31
TKT-000700,Low,Resolved,Database,Database connection error,Database issue affecting production environment,2025-10-02,2025-11-18,Network Team,2025-10-02 14:20:31
TKT-000701,Medium,Resolved,Other,General inquiry,General IT support request,2025-10-02,2025-11-30,Security Team,2025-10-02 14:20:31
TKT-000702,Low,In Progress,Database,Query performance slow,Database issue affecting production environment,2025-08-25,,Support Team,2025-08-25 14:20:31
TKT-000703,Critical,Closed,Other,Documentation needed,General IT support request,2025-07-29,2025-08-09,Database Team,2025-07-29 14:20:31
TKT-000704,High,In Progress,Security,SSL certificate expired,Security concern reported. Impact: Single user,2025-07-05,,Help Desk,2025-07-05 14:20:31
TKT-000705,Critical,On Hold,Network,Network printer offline,Network connectivity issue affecting 40 users in Building A,2025-11-09,,Infrastructure Team,2025-11-09 14:20:31
TKT-000706,Low,Open,Security,Firewall configuration,Security concern reported. Impact: Single user,2025-08-02,,Help Desk,2025-08-02 14:20:31
TKT-000707,High,Closed,Network,Network printer offline,Network connectivity issue affecting 21 users in Building A,2025-08-09,2025-08-25,Help Desk,2025-08-09 14:20:31
TKT-000708,Medium,In Progress,Other,General inquiry,General IT support request,2025-07-24,,Security Team,2025-07-24 14:20:31
TKT-000709,Low,Resolved,Printer,Print quality issue,Printer malfunction in Floor 2,2025-11-02,2025-12-01,IT Team,2025-11-02 14:20:31
TKT-000710,Medium,Open,Other,Feature request,General IT support request,2025-08-23,,Database Team,2025-08-23 14:20:31
TKT-000711,Medium,In Progress,Access,Password reset,User access issue. Type: Department transfer,2025-07-18,,Support Team,2025-07-18 14:20:31
TKT-000712,Medium,On Hold,Hardware,Monitor flickering,Hardware issue reported by user. Device: Desktop,2025-11-08,,Network Team,2025-11-08 14:20:31
TKT-000713,Medium,Closed,Database,Backup failed,Database issue affecting production environment,2025-08-31,2025-10-19,DevOps Team,2025-08-31 14:20:31
TKT-000714,Medium,On Hold,Hardware,Mouse not responding,Hardware issue reported by user. Device: Laptop,2025-08-19,,Database Team,2025-08-19 14:20:31
TKT-000715,Critical,Closed,Printer,Printer driver needed,Printer malfunction in Floor 2,2025-07-08,2025-07-12,Database Team,2025-07-08 14:20:31
TKT-000716,High,Closed,Access,New user setup,User access issue. Type: New hire,2025-09-27,2025-09-28,Help Desk,2025-09-27 14:20:31
TKT-000717,Low,Open,Other,Feature request,General IT support request,2025-07-27,,IT Team,2025-07-27 14:20:31
TKT-000718,Low,Resolved,Other,Feedback,General IT support request,2025-10-18,2025-12-03,DevOps Team,2025-10-18 14:20:31
TKT-000719,Critical,Resolved,Other,Feature request,General IT support request,2025-07-05,2025-07-28,Help Desk,2025-07-05 14:20:31
TKT-000720,High,On Hold,Email,Email not syncing,Email service issue. Mail client: Gmail,2025-11-19,,IT Team,2025-11-19 14:20:31
TKT-000721,Low,Open,Email,Email account setup,Email service issue. Mail client: Thunderbird,2025-09-02,,Security Team,2025-09-02 14:20:31
TKT-000722,Medium,On Hold,Other,Feedback,General IT support request,2025-11-30,,Infrastructure Team,2025-11-30 14:20:31
TKT-000723,High,On Hold,Network,Slow internet,Network connectivity issue affecting 50 users in Remote,2025-10-19,,Database Team,2025-10-19 14:20:31
TKT-000724,Low,Closed,Other,Feature request,General IT support request,2025-06-25,2025-08-17,Help Desk,2025-06-25 14:20:31
TKT-000725,High,In Progress,Server,Disk space full,Server issue on web-server-01,2025-07-03,,IT Team,2025-07-03 14:20:31
TKT-000726,High,Resolved,Database,Database connection error,Database issue affecting production environment,2025-08-22,2025-10-18,Database Team,2025-08-22 14:20:31
TKT-000727,Medium,Open,Access,Access denied,User access issue. Type: Role change,2025-08-11,,DevOps Team,2025-08-11 14:20:31
TKT-000728,Critical,On Hold,Network,Cannot access shared drive,Network connectivity issue affecting 42 users in Building A,2025-10-02,,Support Team,2025-10-02 14:20:31
TKT-000729,High,Open,Printer,Print quality issue,Printer malfunction in Floor 1,2025-08-01,,DevOps Team,2025-08-01 14:20:31
TKT-000730,Medium,Open,Printer,Printer driver needed,Printer malfunction in Floor 1,2025-07-12,,DevOps Team,2025-07-12 14:20:31
TKT-000731,Critical,On Hold,Hardware,Hard drive failure,Hardware issue reported by user. Device: Desktop,2025-08-10,,Security Team,2025-08-10 14:20:31
TKT-000732,Critical,On Hold,Server,Application deployment,Server issue on db-server-03,2025-11-12,,Help Desk,2025-11-12 14:20:31
TKT-000733,Medium,Open,Email,Email account setup,Email service issue. Mail client: Gmail,2025-08-29,,IT Team,2025-08-29 14:20:31
TKT-000734,Low,Closed,Access,Access denied,User access issue. Type: New hire,2025-12-01,2025-12-10,Database Team,2025-12-01 14:20:31
TKT-000735,High,Closed,Hardware,Hard drive failure,Hardware issue reported by user. Device: Laptop,2025-08-18,2025-09-29,IT Team,2025-08-18 14:20:31
TKT-000736,Low,Open,Other,Feature request,General IT support request,2025-12-04,,Support Team,2025-12-04 14:20:31
TKT-000737,High,Resolved,Network,Slow internet,Network connectivity issue affecting 44 users in Remote,2025-11-08,2025-11-24,Database Team,2025-11-08 14:20:31
TKT-000738,Critical,On Hold,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Peripheral,2025-06-12,,Infrastructure Team,2025-06-12 14:20:31
TKT-000739,Critical,Open,Network,VPN connection issues,Network connectivity issue affecting 10 users in Building A,2025-09-29,,Help Desk,2025-09-29 14:20:31
TKT-000740,High,In Progress,Hardware,Hard drive failure,Hardware issue reported by user. Device: Monitor,2025-09-08,,Support Team,2025-09-08 14:20:31
TKT-000741,Low,Open,Printer,Paper jam,Printer malfunction in Floor 1,2025-12-02,,Support Team,2025-12-02 14:20:31
TKT-000742,Low,Resolved,Server,Service not responding,Server issue on app-server-02,2025-06-29,2025-08-19,Security Team,2025-06-29 14:20:31
TKT-000743,Critical,Closed,Security,Firewall configuration,Security concern reported. Impact: Department,2025-10-15,2025-10-25,Security Team,2025-10-15 14:20:31
TKT-000744,Critical,In Progress,Other,Documentation needed,General IT support request,2025-11-29,,Support Team,2025-11-29 14:20:31
TKT-000745,Medium,In Progress,Security,Security audit,Security concern reported. Impact: Department,2025-09-21,,IT Team,2025-09-21 14:20:31
TKT-000746,Medium,Open,Database,Access permission,Database issue affecting development environment,2025-10-18,,Infrastructure Team,2025-10-18 14:20:31
TKT-000747,Low,In Progress,Software,Application crash,Software problem affecting productivity. Application: Browser,2025-07-07,,Support Team,2025-07-07 14:20:31
TKT-000748,Low,Closed,Email,Email not syncing,Email service issue. Mail client: Gmail,2025-12-06,2025-12-10,Network Team,2025-12-06 14:20:31
TKT-000749,Critical,Closed,Hardware,Mouse not responding,Hardware issue reported by user. Device: Monitor,2025-06-24,2025-07-13,Support Team,2025-06-24 14:20:31
TKT-000750,Medium,Resolved,Access,Access denied,User access issue. Type: Contractor,2025-10-20,2025-12-17,DevOps Team,2025-10-20 14:20:31
TKT-000751,Medium,On Hold,Email,Email not syncing,Email service issue. Mail client: Web Mail,2025-09-14,,Help Desk,2025-09-14 14:20:31
TKT-000752,High,Resolved,Email,Email not syncing,Email service issue. Mail client: Outlook,2025-10-06,2025-10-08,DevOps Team,2025-10-06 14:20:31
TKT-000753,High,On Hold,Printer,Printer not printing,Printer malfunction in Floor 2,2025-07-07,,Help Desk,2025-07-07 14:20:31
TKT-000754,Critical,Resolved,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Desktop,2025-07-01,2025-07-27,Network Team,2025-07-01 14:20:31
TKT-000755,Low,In Progress,Email,Email not syncing,Email service issue. Mail client: Web Mail,2025-06-22,,IT Team,2025-06-22 14:20:31
TKT-000756,High,Closed,Server,Service not responding,Server issue on web-server-01,2025-11-15,2025-12-31,Security Team,2025-11-15 14:20:31
TKT-000757,High,In Progress,Network,Network printer offline,Network connectivity issue affecting 46 users in Building B,2025-07-29,,Help Desk,2025-07-29 14:20:31
TKT-000758,Low,Closed,Server,High CPU usage,Server issue on db-server-03,2025-10-03,2025-10-14,DevOps Team,2025-10-03 14:20:31
TKT-000759,High,On Hold,Security,Virus detected,Security concern reported. Impact: Department,2025-10-25,,Security Team,2025-10-25 14:20:31
TKT-000760,Medium,Open,Email,Attachment size limit,Email service issue. Mail client: Thunderbird,2025-07-21,,IT Team,2025-07-21 14:20:31
TKT-000761,Critical,In Progress,Access,Account locked,User access issue. Type: Department transfer,2025-10-07,,Help Desk,2025-10-07 14:20:31
TKT-000762,Medium,Resolved,Hardware,Laptop not working,Hardware issue reported by user. Device: Desktop,2025-09-26,2025-11-25,Security Team,2025-09-26 14:20:31
TKT-000763,Low,Open,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Peripheral,2025-11-18,,Database Team,2025-11-18 14:20:31
TKT-000764,High,On Hold,Printer,Toner replacement,Printer malfunction in Floor 3,2025-09-15,,Database Team,2025-09-15 14:20:31
TKT-000765,Low,Closed,Database,Data corruption,Database issue affecting development environment,2025-09-06,2025-10-05,DevOps Team,2025-09-06 14:20:31
TKT-000766,Low,Resolved,Access,Access denied,User access issue. Type: Role change,2025-11-13,2025-11-28,Infrastructure Team,2025-11-13 14:20:31
TKT-000767,Critical,Resolved,Database,Data corruption,Database issue affecting development environment,2025-10-12,2025-10-30,Help Desk,2025-10-12 14:20:31
TKT-000768,High,Open,Network,Network printer offline,Network connectivity issue affecting 11 users in Remote,2025-07-06,,Support Team,2025-07-06 14:20:31
TKT-000769,Medium,Open,Software,Application crash,Software problem affecting productivity. Application: IDE,2025-10-31,,Network Team,2025-10-31 14:20:31
TKT-000770,High,Closed,Server,Disk space full,Server issue on app-server-02,2025-09-07,2025-09-22,Help Desk,2025-09-07 14:20:31
TKT-000771,High,On Hold,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Desktop,2025-11-30,,Support Team,2025-11-30 14:20:31
TKT-000772,Low,In Progress,Security,Suspicious activity,Security concern reported. Impact: Department,2025-08-13,,IT Team,2025-08-13 14:20:31
TKT-000773,Low,Open,Security,Firewall configuration,Security concern reported. Impact: Organization-wide,2025-09-09,,Support Team,2025-09-09 14:20:31
TKT-000774,Low,Resolved,Software,License renewal,Software problem affecting productivity. Application: Office Suite,2025-10-05,2025-12-02,DevOps Team,2025-10-05 14:20:31
TKT-000775,Critical,Resolved,Printer,Printer not printing,Printer malfunction in Floor 3,2025-07-23,2025-08-10,DevOps Team,2025-07-23 14:20:31
TKT-000776,Low,On Hold,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-08-24,,Database Team,2025-08-24 14:20:31
TKT-000777,High,Open,Network,Network printer offline,Network connectivity issue affecting 4 users in Remote,2025-08-31,,Security Team,2025-08-31 14:20:31
TKT-000778,Medium,Closed,Database,Data corruption,Database issue affecting production environment,2025-10-20,2025-11-10,Database Team,2025-10-20 14:20:31
TKT-000779,Critical,Resolved,Security,Firewall configuration,Security concern reported. Impact: Organization-wide,2025-08-22,2025-09-11,Security Team,2025-08-22 14:20:31
TKT-000780,High,In Progress,Server,High CPU usage,Server issue on web-server-01,2025-09-02,,DevOps Team,2025-09-02 14:20:31
TKT-000781,High,In Progress,Email,Email account setup,Email service issue. Mail client: Thunderbird,2025-08-29,,Support Team,2025-08-29 14:20:31
TKT-000782,Medium,Closed,Access,Account locked,User access issue. Type: New hire,2025-10-28,2025-12-12,Infrastructure Team,2025-10-28 14:20:31
TKT-000783,Low,Open,Server,High CPU usage,Server issue on web-server-01,2025-11-11,,Help Desk,2025-11-11 14:20:31
TKT-000784,Medium,On Hold,Printer,Paper jam,Printer malfunction in Floor 3,2025-11-04,,Database Team,2025-11-04 14:20:31
TKT-000785,Low,In Progress,Other,Feature request,General IT support request,2025-09-16,,Security Team,2025-09-16 14:20:31
TKT-000786,Low,On Hold,Other,Feature request,General IT support request,2025-06-12,,Help Desk,2025-06-12 14:20:31
TKT-000787,Low,In Progress,Network,WiFi not working,Network connectivity issue affecting 39 users in Building A,2025-09-24,,Security Team,2025-09-24 14:20:31
TKT-000788,Low,Open,Security,SSL certificate expired,Security concern reported. Impact: Organization-wide,2025-08-18,,Security Team,2025-08-18 14:20:31
TKT-000789,Medium,Closed,Email,Spam filtering,Email service issue. Mail client: Web Mail,2025-07-28,2025-09-01,DevOps Team,2025-07-28 14:20:31
TKT-000790,Critical,Open,Printer,Printer driver needed,Printer malfunction in Floor 1,2025-07-02,,Support Team,2025-07-02 14:20:31
TKT-000791,Low,On Hold,Printer,Printer driver needed,Printer malfunction in Reception,2025-06-25,,Support Team,2025-06-25 14:20:31
TKT-000792,Critical,In Progress,Printer,Printer not printing,Printer malfunction in Floor 1,2025-08-27,,Support Team,2025-08-27 14:20:31
TKT-000793,High,On Hold,Email,Email not syncing,Email service issue. Mail client: Thunderbird,2025-10-21,,IT Team,2025-10-21 14:20:31
TKT-000794,Low,Resolved,Email,Email not syncing,Email service issue. Mail client: Web Mail,2025-06-14,2025-06-15,Database Team,2025-06-14 14:20:31
TKT-000795,Critical,Closed,Database,Data corruption,Database issue affecting development environment,2025-06-19,2025-06-25,Database Team,2025-06-19 14:20:31
TKT-000796,High,On Hold,Software,Update failed,Software problem affecting productivity. Application: IDE,2025-06-19,,Network Team,2025-06-19 14:20:31
TKT-000797,Low,Closed,Access,Password reset,User access issue. Type: Role change,2025-07-14,2025-08-17,Database Team,2025-07-14 14:20:31
TKT-000798,High,Resolved,Access,New user setup,User access issue. Type: Department transfer,2025-10-12,2025-11-10,Database Team,2025-10-12 14:20:31
TKT-000799,Critical,On Hold,Printer,Print quality issue,Printer malfunction in Floor 3,2025-09-08,,Security Team,2025-09-08 14:20:31
TKT-000800,Critical,Open,Server,Server down,Server issue on db-server-03,2025-11-13,,Database Team,2025-11-13 14:20:31
TKT-000801,Critical,Open,Email,Attachment size limit,Email service issue. Mail client: Thunderbird,2025-07-30,,Infrastructure Team,2025-07-30 14:20:31
TKT-000802,Critical,On Hold,Server,High CPU usage,Server issue on db-server-03,2025-09-18,,IT Team,2025-09-18 14:20:31
TKT-000803,Medium,Open,Server,Service not responding,Server issue on db-server-03,2025-12-05,,Help Desk,2025-12-05 14:20:31
TKT-000804,Critical,In Progress,Security,Virus detected,Security concern reported. Impact: Organization-wide,2025-07-01,,Security Team,2025-07-01 14:20:31
TKT-000805,Low,Resolved,Server,Application deployment,Server issue on app-server-02,2025-10-21,2025-11-15,Network Team,2025-10-21 14:20:31
TKT-000806,Critical,Closed,Hardware,Monitor flickering,Hardware issue reported by user. Device: Laptop,2025-08-30,2025-08-31,IT Team,2025-08-30 14:20:31
TKT-000807,Critical,In Progress,Access,Account locked,User access issue. Type: New hire,2025-06-15,,Database Team,2025-06-15 14:20:31
TKT-000808,Medium,Open,Other,Feature request,General IT support request,2025-09-09,,Network Team,2025-09-09 14:20:31
TKT-000809,Low,Open,Network,Cannot access shared drive,Network connectivity issue affecting 18 users in Building B,2025-09-03,,Network Team,2025-09-03 14:20:31
TKT-000810,High,In Progress,Server,Server down,Server issue on app-server-02,2025-11-06,,Database Team,2025-11-06 14:20:31
TKT-000811,Low,On Hold,Network,Slow internet,Network connectivity issue affecting 9 users in Building B,2025-08-29,,Security Team,2025-08-29 14:20:31
TKT-000812,Low,Closed,Other,General inquiry,General IT support request,2025-10-31,2025-12-24,DevOps Team,2025-10-31 14:20:31
TKT-000813,High,Resolved,Software,License renewal,Software problem affecting productivity. Application: Browser,2025-10-10,2025-11-16,IT Team,2025-10-10 14:20:31
TKT-000814,Medium,On Hold,Security,Security audit,Security concern reported. Impact: Department,2025-10-13,,Infrastructure Team,2025-10-13 14:20:31
TKT-000815,High,Open,Hardware,Laptop not working,Hardware issue reported by user. Device: Desktop,2025-08-25,,IT Team,2025-08-25 14:20:31
TKT-000816,Medium,In Progress,Database,Database connection error,Database issue affecting production environment,2025-11-14,,Infrastructure Team,2025-11-14 14:20:31
TKT-000817,Low,Resolved,Printer,Toner replacement,Printer malfunction in Reception,2025-07-15,2025-08-27,Help Desk,2025-07-15 14:20:31
TKT-000818,High,Closed,Access,Permission request,User access issue. Type: Contractor,2025-10-29,2025-12-03,Infrastructure Team,2025-10-29 14:20:31
