id,date,incident_type,severity,status,description,reported_by,created_at
750,2023-04-04,DDoS,Medium,Open,Distributed denial of service attack on API gateway,david,2023-04-04 08:16:00
751,2023-06-09,Unauthorized Access,High,Resolved,Failed login attempts from IP 38.110.103.175,emma,2023-06-09 15:28:00
752,2024-06-14,Malware,Low,Closed,Malicious software found on workstation 856,david,2024-06-14 23:57:00
753,2024-10-12,Social Engineering,Medium,Open,Employee reported suspicious phone call requesting credentials,emma,2024-10-12 16:48:00
754,2024-04-18,SQL Injection,Low,Closed,SQL injection attempt detected on login page,alice,2024-04-18 10:09:00
755,2024-06-29,Social Engineering,Low,Closed,Employee reported suspicious email requesting credentials,admin,2024-06-29 04:30:00
756,2023-02-19,Phishing,Medium,Open,Suspicious email detected targeting HR department,admin,2023-02-19 12:23:00
757,2024-01-04,Malware,Medium,Resolved,Malicious software found on workstation 862,david,2024-01-04 06:19:00
758,2023-04-10,SQL Injection,Low,Resolved,SQL injection attempt detected on API endpoint,david,2023-04-10 17:49:00
759,2024-11-12,DDoS,Critical,Open,Distributed denial of service attack on API gateway,emma,2024-11-12 07:15:00
760,2023-12-28,DDoS,Critical,Open,Distributed denial of service attack on web server,admin,2023-12-28 03:58:00
761,2023-10-20,Malware,Low,Closed,Malicious software found on workstation 991,charlie,2023-10-20 12:55:00
762,2024-01-29,Unauthorized Access,Medium,Resolved,Failed login attempts from IP 87.4.246.78,emma,2024-01-29 02:17:00
763,2023-03-02,Social Engineering,Low,Closed,Employee reported suspicious email requesting credentials,emma,2023-03-02 08:13:00
764,2023-08-28,Ransomware,Low,In Progress,Encryption malware detected - 96 files affected,system,2023-08-28 00:57:00
765,2024-11-08,Data Breach,Low,In Progress,Unauthorized data access - 9515 records exposed,admin,2024-11-08 03:12:00
766,2023-06-03,SQL Injection,Critical,Open,SQL injection attempt detected on API endpoint,charlie,2023-06-03 11:28:00
767,2023-11-10,DDoS,Low,Resolved,Distributed denial of service attack on web server,emma,2023-11-10 20:16:00
768,2023-11-26,Unauthorized Access,Low,Open,Failed login attempts from IP 161.180.49.87,bob,2023-11-26 20:22:00
769,2023-04-27,Unauthorized Access,Low,Closed,Failed login attempts from IP 207.144.195.43,alice,2023-04-27 02:06:00
770,2023-05-31,Unauthorized Access,Critical,Open,Failed login attempts from IP 75.169.185.111,charlie,2023-05-31 17:42:00
771,2023-02-09,Social Engineering,Critical,Closed,Employee reported suspicious email requesting credentials,admin,2023-02-09 01:17:00
772,2023-03-07,DDoS,Low,Resolved,Distributed denial of service attack on API gateway,david,2023-03-07 00:08:00
773,2023-02-24,Data Breach,Low,Resolved,Unauthorized data access - 9313 records exposed,admin,2023-02-24 01:22:00
774,2024-03-20,Ransomware,Critical,Closed,Encryption malware detected - 101 files affected,alice,2024-03-20 18:21:00
775,2024-04-11,Social Engineering,Medium,Closed,Employee reported suspicious phone call requesting credentials,bob,2024-04-11 06:01:00
776,2023-10-16,XSS Attack,High,In Progress,Cross-site scripting vulnerability exploited in user profile,system,2023-10-16 18:04:00
777,2023-01-20,Brute Force,Low,Closed,Multiple password attempts detected - 376 attempts in 26 minutes,emma,2023-01-20 18:03:00
778,2023-06-02,Data Breach,Low,Closed,Unauthorized data access - 2250 records exposed,david,2023-06-02 01:55:00
779,2024-02-23,Brute Force,High,In Progress,Multiple password attempts detected - 241 attempts in 13 minutes,alice,2024-02-23 18:56:00
780,2023-10-06,SQL Injection,Critical,Resolved,SQL injection attempt detected on API endpoint,david,2023-10-06 20:13:00
781,2023-11-21,Social Engineering,Medium,Resolved,Employee reported suspicious phone call requesting credentials,david,2023-11-21 13:33:00
782,2023-03-23,SQL Injection,Critical,In Progress,SQL injection attempt detected on login page,bob,2023-03-23 00:45:00
783,2023-11-19,Social Engineering,Medium,In Progress,Employee reported suspicious email requesting credentials,system,2023-11-19 12:26:00
784,2023-04-19,SQL Injection,High,Open,SQL injection attempt detected on login page,charlie,2023-04-19 13:54:00
785,2023-03-19,Phishing,Medium,Closed,Suspicious email detected targeting IT department,charlie,2023-03-19 04:37:00
786,2024-11-08,XSS Attack,High,Open,Cross-site scripting vulnerability exploited in user profile,david,2024-11-08 14:43:00
787,2023-11-30,XSS Attack,Medium,Open,Cross-site scripting vulnerability exploited in user profile,charlie,2023-11-30 07:58:00
788,2023-08-28,DDoS,Critical,Closed,Distributed denial of service attack on web server,system,2023-08-28 16:05:00
789,2023-11-15,Ransomware,Critical,In Progress,Encryption malware detected - 143 files affected,david,2023-11-15 19:30:00
790,2024-03-21,XSS Attack,Critical,Closed,Cross-site scripting vulnerability exploited in search bar,emma,2024-03-21 08:57:00
791,2023-04-15,Malware,Low,Open,Malicious software found on workstation 722,charlie,2023-04-15 05:43:00
792,2023-01-10,Ransomware,High,Open,Encryption malware detected - 327 files affected,charlie,2023-01-10 20:31:00
793,2023-12-02,Malware,Medium,Open,Malicious software found on workstation 942,charlie,2023-12-02 00:15:00
794,2023-06-05,Phishing,Critical,In Progress,Suspicious email detected targeting IT department,alice,2023-06-05 13:52:00
795,2024-01-10,DDoS,Low,Closed,Distributed denial of service attack on web server,alice,2024-01-10 19:23:00
796,2023-01-31,Unauthorized Access,Medium,In Progress,Failed login attempts from IP 237.32.239.44,system,2023-01-31 20:15:00
797,2024-07-26,Malware,Critical,Open,Malicious software found on workstation 326,emma,2024-07-26 18:26:00
798,2024-05-17,Social Engineering,Medium,Resolved,Employee reported suspicious text message requesting credentials,system,2024-05-17 10:36:00
799,2024-06-02,Social Engineering,Low,Closed,Employee reported suspicious phone call requesting credentials,admin,2024-06-02 19:56:00
800,2023-02-13,Unauthorized Access,Critical,Open,Failed login attempts from IP 87.43.149.133,admin,2023-02-13 17:48:00
801,2024-03-14,Malware,Critical,Open,Malicious software found on workstation 553,emma,2024-03-14 20:16:00
802,2024-02-13,Phishing,High,Resolved,Suspicious email detected targeting IT department,system,2024-02-13 01:22:00
803,2023-03-20,Brute Force,Critical,Closed,Multiple password attempts detected - 441 attempts in 19 minutes,david,2023-03-20 20:25:00
804,2024-05-27,Data Breach,High,In Progress,Unauthorized data access - 9440 records exposed,system,2024-05-27 05:55:00
805,2024-05-20,Phishing,Critical,Open,Suspicious email detected targeting IT department,emma,2024-05-20 09:57:00
806,2024-03-23,Malware,Critical,Open,Malicious software found on workstation 443,david,2024-03-23 17:41:00
807,2024-01-04,Social Engineering,Low,Closed,Employee reported suspicious phone call requesting credentials,charlie,2024-01-04 07:18:00
808,2023-07-09,Ransomware,Medium,Resolved,Encryption malware detected - 219 files affected,charlie,2023-07-09 01:20:00
809,2023-01-01,Malware,High,Resolved,Malicious software found on workstation 633,system,2023-01-01 22:27:00
810,2024-04-22,Ransomware,High,In Progress,Encryption malware detected - 286 files affected,charlie,2024-04-22 03:17:00
811,2024-11-23,Phishing,Critical,In Progress,Suspicious email detected targeting IT department,admin,2024-11-23 06:55:00
812,2023-12-21,Unauthorized Access,High,Resolved,Failed login attempts from IP 80.226.78.66,admin,2023-12-21 03:05:00
813,2024-10-12,DDoS,High,Resolved,Distributed denial of service attack on database,alice,2024-10-12 21:23:00
814,2024-01-18,Brute Force,Low,Closed,Multiple password attempts detected - 236 attempts in 56 minutes,system,2024-01-18 13:56:00
815,2023-05-28,SQL Injection,Critical,Open,SQL injection attempt detected on search form,admin,2023-05-28 17:43:00
816,2023-01-11,Unauthorized Access,Critical,Resolved,Failed login attempts from IP 141.226.129.222,bob,2023-01-11 23:41:00
817,2023-02-13,Ransomware,Medium,Open,Encryption malware detected - 73 files affected,alice,2023-02-13 14:02:00
818,2023-12-30,Ransomware,Low,Open,Encryption malware detected - 467 files affected,admin,2023-12-30 01:51:00
819,2024-08-05,Phishing,Medium,Resolved,Suspicious email detected targeting HR department,charlie,2024-08-05 15:05:00
820,2023-08-09,Unauthorized Access,Medium,Resolved,Failed login attempts from IP 236.137.126.17,charlie,2023-08-09 04:49:00
821,2023-02-08,Ransomware,Low,Open,Encryption malware detected - 266 files affected,emma,2023-02-08 23:51:00
822,2023-03-31,DDoS,Medium,Open,Distributed denial of service attack on database,system,2023-03-31 18:16:00
823,2023-04-18,Data Breach,Medium,Open,Unauthorized data access - 7241 records exposed,alice,2023-04-18 07:08:00
824,2024-05-01,Brute Force,Critical,Closed,Multiple password attempts detected - 447 attempts in 38 minutes,bob,2024-05-01 23:48:00
825,2023-10-02,SQL Injection,Low,Closed,SQL injection attempt detected on API endpoint,bob,2023-10-02 21:01:00
826,2024-07-18,Social Engineering,Medium,Resolved,Employee reported suspicious email requesting credentials,bob,2024-07-18 06:07:00
827,2024-02-23,SQL Injection,High,Open,SQL injection attempt detected on search form,bob,2024-02-23 06:51:00
828,2024-04-09,Social Engineering,Low,Open,Employee reported suspicious phone call requesting credentials,bob,2024-04-09 03:52:00
829,2024-06-16,Data Breach,Critical,Resolved,Unauthorized data access - 4068 records exposed,david,2024-06-16 10:11:00
830,2023-05-07,XSS Attack,High,Resolved,Cross-site scripting vulnerability exploited in search bar,emma,2023-05-07 10:55:00
831,2024-05-26,Data Breach,High,Closed,Unauthorized data access - 1660 records exposed,david,2024-05-26 18:47:00
832,2023-06-20,Brute Force,High,Closed,Multiple password attempts detected - 109 attempts in 35 minutes,david,2023-06-20 18:07:00
833,2023-11-01,Unauthorized Access,High,Closed,Failed login attempts from IP 115.25.121.102,admin,2023-11-01 05:53:00
834,2023-12-26,Unauthorized Access,Low,In Progress,Failed login attempts from IP 58.159.159.5,emma,2023-12-26 13:40:00
835,2024-06-13,Brute Force,Medium,Resolved,Multiple password attempts detected - 339 attempts in 45 minutes,alice,2024-06-13 15:22:00
836,2024-07-04,Malware,Low,Closed,Malicious software found on workstation 139,admin,2024-07-04 23:52:00
837,2024-09-15,Phishing,Critical,In Progress,Suspicious email detected targeting HR department,charlie,2024-09-15 06:53:00
838,2023-01-17,Phishing,Medium,Resolved,Suspicious email detected targeting HR department,bob,2023-01-17 12:34:00
839,2024-05-17,Ransomware,Medium,Closed,Encryption malware detected - 123 files affected,system,2024-05-17 16:56:00
840,2024-02-23,Brute Force,Medium,In Progress,Multiple password attempts detected - 313 attempts in 15 minutes,emma,2024-02-23 20:11:00
841,2024-08-30,Social Engineering,Low,In Progress,Employee reported suspicious email requesting credentials,david,2024-08-30 19:34:00
842,2024-02-10,Ransomware,Medium,Closed,Encryption malware detected - 109 files affected,bob,2024-02-10 07:31:00
843,2023-04-23,Brute Force,Critical,Closed,Multiple password attempts detected - 343 attempts in 18 minutes,alice,2023-04-23 23:07:00
844,2024-02-29,Social Engineering,High,Closed,Employee reported suspicious phone call requesting credentials,charlie,2024-02-29 11:52:00
845,2023-05-18,Malware,Low,In Progress,Malicious software found on workstation 626,emma,2023-05-18 12:42:00
846,2023-05-23,Unauthorized Access,Low,Open,Failed login attempts from IP 26.86.14.56,charlie,2023-05-23 02:43:00
847,2024-06-30,Brute Force,Low,Resolved,Multiple password attempts detected - 115 attempts in 37 minutes,alice,2024-06-30 21:30:00
848,2023-07-09,Ransomware,Critical,Closed,Encryption malware detected - 178 files affected,bob,2023-07-09 18:38:00
849,2024-07-27,Unauthorized Access,Medium,Closed,Failed login attempts from IP 114.56.219.29,charlie,2024-07-27 22:44:00
850,2023-06-15,Phishing,Critical,Resolved,Suspicious email detected targeting IT department,emma,2023-06-15 01:49:00
851,2024-10-24,XSS Attack,High,In Progress,Cross-site scripting vulnerability exploited in user profile,admin,2024-10-24 18:25:00
852,2024-05-04,Data Breach,Medium,Open,Unauthorized data access - 3468 records exposed,alice,2024-05-04 02:35:00
853,2023-08-02,Ransomware,High,In Progress,Encryption malware detected - 412 files affected,charlie,2023-08-02 21:41:00
854,2024-10-03,XSS Attack,High,Open,Cross-site scripting vulnerability exploited in user profile,alice,2024-10-03 18:30:00
855,2023-08-16,DDoS,High,Resolved,Distributed denial of service attack on API gateway,admin,2023-08-16 18:29:00
856,2024-08-05,Social Engineering,Low,Resolved,Employee reported suspicious phone call requesting credentials,charlie,2024-08-05 22:39:00
857,2023-05-05,Ransomware,Low,In Progress,Encryption malware detected - 471 files affected,emma,2023-05-05 01:13:00
858,2023-02-21,Data Breach,Low,Open,Unauthorized data access - 1290 records exposed,alice,2023-02-21 10:23:00
859,2024-11-22,DDoS,Critical,Closed,Distributed denial of service attack on web server,charlie,2024-11-22 04:08:00
860,2024-03-24,Phishing,Medium,In Progress,Suspicious email detected targeting finance department,charlie,2024-03-24 17:44:00
861,2023-03-06,Ransomware,Critical,In Progress,Encryption malware detected - 156 files affected,charlie,2023-03-06 19:08:00
862,2023-05-05,Ransomware,Low,Closed,Encryption malware detected - 327 files affected,bob,2023-05-05 18:10:00
863,2023-03-24,Social Engineering,Low,Closed,Employee reported suspicious phone call requesting credentials,bob,2023-03-24 00:48:00
864,2023-08-08,Ransomware,Low,In Progress,Encryption malware detected - 482 files affected,alice,2023-08-08 04:59:00
865,2023-05-23,Data Breach,Low,In Progress,Unauthorized data access - 8161 records exposed,system,2023-05-23 00:23:00
866,2024-02-12,Ransomware,High,Resolved,Encryption malware detected - 371 files affected,emma,2024-02-12 00:20:00
867,2024-01-01,Phishing,Critical,Resolved,Suspicious email detected targeting IT department,bob,2024-01-01 17:07:00
868,2024-07-29,Ransomware,Critical,In Progress,Encryption malware detected - 196 files affected,admin,2024-07-29 16:55:00
869,2023-09-12,Data Breach,High,In Progress,Unauthorized data access - 8304 records exposed,system,2023-09-12 21:25:00
870,2023-02-26,Data Breach,Critical,Open,Unauthorized data access - 6855 records exposed,alice,2023-02-26 11:34:00
871,2023-12-07,Social Engineering,High,Closed,Employee reported suspicious email requesting credentials,system,2023-12-07 06:02:00
872,2023-07-23,SQL Injection,High,Resolved,SQL injection attempt detected on search form,david,2023-07-23 05:05:00
873,2024-08-08,Unauthorized Access,Medium,Open,Failed login attempts from IP 132.52.97.7,emma,2024-08-08 02:14:00
874,2024-02-22,SQL Injection,Medium,Open,SQL injection attempt detected on API endpoint,emma,2024-02-22 13:59:00
875,2024-01-11,Ransomware,High,Closed,Encryption malware detected - 259 files affected,david,2024-01-11 14:44:00
876,2024-01-01,SQL Injection,Critical,Open,SQL injection attempt detected on search form,admin,2024-01-01 20:56:00
877,2023-06-01,Brute Force,High,Open,Multiple password attempts detected - 457 attempts in 60 minutes,david,2023-06-01 22:16:00
878,2024-05-11,DDoS,Medium,Open,Distributed denial of service attack on API gateway,charlie,2024-05-11 05:49:00
879,2023-12-03,Social Engineering,High,Resolved,Employee reported suspicious email requesting credentials,alice,2023-12-03 13:51:00
880,2023-09-29,Malware,Low,Open,Malicious software found on workstation 387,david,2023-09-29 00:23:00
881,2024-04-15,Malware,Medium,Closed,Malicious software found on workstation 441,admin,2024-04-15 21:56:00
882,2023-04-08,Brute Force,Low,Resolved,Multiple password attempts detected - 187 attempts in 58 minutes,alice,2023-04-08 19:16:00
883,2024-05-16,Brute Force,Critical,Closed,Multiple password attempts detected - 428 attempts in 23 minutes,david,2024-05-16 18:46:00
884,2023-09-23,Malware,High,Open,Malicious software found on workstation 731,emma,2023-09-23 01:44:00
885,2024-01-18,Unauthorized Access,Medium,In Progress,Failed login attempts from IP 218.104.174.50,system,2024-01-18 22:53:00
886,2024-02-04,Unauthorized Access,Medium,Closed,Failed login attempts from IP 200.16.224.240,emma,2024-02-04 07:09:00
887,2024-07-01,Unauthorized Access,Medium,Closed,Failed login attempts from IP 225.15.36.248,bob,2024-07-01 00:18:00
888,2024-02-22,Social Engineering,Medium,Open,Employee reported suspicious phone call requesting credentials,alice,2024-02-22 06:19:00
889,2023-06-30,SQL Injection,Low,Closed,SQL injection attempt detected on login page,alice,2023-06-30 14:00:00
890,2023-01-06,XSS Attack,High,Open,Cross-site scripting vulnerability exploited in search bar,david,2023-01-06 12:40:00
891,2023-06-16,DDoS,Critical,Resolved,Distributed denial of service attack on web server,david,2023-06-16 23:00:00
892,2024-10-29,Brute Force,Medium,In Progress,Multiple password attempts detected - 208 attempts in 43 minutes,david,2024-10-29 14:02:00
893,2024-04-24,XSS Attack,Critical,Resolved,Cross-site scripting vulnerability exploited in user profile,emma,2024-04-24 07:49:00
894,2024-08-14,SQL Injection,Low,Open,SQL injection attempt detected on search form,charlie,2024-08-14 16:14:00
895,2024-05-15,XSS Attack,High,Resolved,Cross-site scripting vulnerability exploited in comment section,admin,2024-05-15 07:21:00
896,2023-08-06,Malware,High,Closed,Malicious software found on workstation 451,system,2023-08-06 01:25:00
897,2023-04-09,Ransomware,Low,Open,Encryption malware detected - 273 files affected,alice,2023-04-09 13:10:00
898,2024-05-24,XSS Attack,High,In Progress,Cross-site scripting vulnerability exploited in search bar,system,2024-05-24 18:18:00
899,2024-06-24,Brute Force,Medium,Closed,Multiple password attempts detected - 85 attempts in 25 minutes,alice,2024-06-24 15:11:00
900,2024-10-25,Unauthorized Access,High,In Progress,Failed login attempts from IP 197.165.68.156,david,2024-10-25 00:46:00
901,2024-06-02,Ransomware,High,Closed,Encryption malware detected - 423 files affected,charlie,2024-06-02 01:49:00
902,2023-11-07,Malware,Medium,In Progress,Malicious software found on workstation 891,charlie,2023-11-07 21:05:00
903,2024-09-28,Brute Force,Low,In Progress,Multiple password attempts detected - 318 attempts in 29 minutes,david,2024-09-28 21:01:00
904,2024-05-23,Data Breach,High,In Progress,Unauthorized data access - 8853 records exposed,system,2024-05-23 20:59:00
905,2023-07-24,Brute Force,High,In Progress,Multiple password attempts detected - 389 attempts in 11 minutes,charlie,2023-07-24 10:55:00
906,2023-10-02,DDoS,Medium,Closed,Distributed denial of service attack on database,alice,2023-10-02 20:11:00
907,2024-10-20,Social Engineering,Low,Open,Employee reported suspicious email requesting credentials,admin,2024-10-20 16:25:00
908,2023-10-10,Data Breach,High,In Progress,Unauthorized data access - 6588 records exposed,emma,2023-10-10 10:45:00
909,2024-05-12,Brute Force,Medium,Open,Multiple password attempts detected - 275 attempts in 54 minutes,alice,2024-05-12 03:26:00
910,2023-11-30,Malware,Critical,In Progress,Malicious software found on workstation 704,charlie,2023-11-30 05:21:00
911,2023-01-27,Unauthorized Access,Low,Closed,Failed login attempts from IP 19.170.100.96,alice,2023-01-27 07:00:00
912,2024-04-13,XSS Attack,High,Open,Cross-site scripting vulnerability exploited in search bar,charlie,2024-04-13 16:13:00
913,2023-09-29,Malware,Critical,Resolved,Malicious software found on workstation 803,emma,2023-09-29 23:53:00
914,2024-09-01,XSS Attack,Low,In Progress,Cross-site scripting vulnerability exploited in comment section,admin,2024-09-01 13:20:00
915,2023-10-09,Ransomware,Low,Closed,Encryption malware detected - 233 files affected,emma,2023-10-09 23:48:00
916,2023-12-28,Brute Force,High,In Progress,Multiple password attempts detected - 339 attempts in 48 minutes,system,2023-12-28 02:07:00
917,2023-07-03,Brute Force,Medium,Closed,Multiple password attempts detected - 224 attempts in 39 minutes,emma,2023-07-03 22:06:00
918,2023-06-09,Data Breach,Medium,Resolved,Unauthorized data access - 1722 records exposed,admin,2023-06-09 04:52:00
919,2024-11-30,Malware,High,Open,Malicious software found on workstation 877,david,2024-11-30 10:25:00
920,2023-08-26,Phishing,Medium,Resolved,Suspicious email detected targeting finance department,alice,2023-08-26 06:53:00
921,2024-07-22,XSS Attack,Low,Closed,Cross-site scripting vulnerability exploited in comment section,charlie,2024-07-22 18:25:00
922,2023-05-01,XSS Attack,High,Closed,Cross-site scripting vulnerability exploited in user profile,alice,2023-05-01 07:11:00
923,2023-11-23,Ransomware,Low,Closed,Encryption malware detected - 491 files affected,emma,2023-11-23 10:57:00
924,2023-03-05,XSS Attack,Critical,Open,Cross-site scripting vulnerability exploited in search bar,admin,2023-03-05 15:02:00
925,2024-04-01,SQL Injection,Low,Closed,SQL injection attempt detected on login page,alice,2024-04-01 14:07:00
926,2024-04-24,Unauthorized Access,Low,Open,Failed login attempts from IP 127.100.138.200,charlie,2024-04-24 18:15:00
927,2024-10-09,XSS Attack,Low,Resolved,Cross-site scripting vulnerability exploited in user profile,system,2024-10-09 03:58:00
928,2024-04-05,Social Engineering,Critical,Resolved,Employee reported suspicious text message requesting credentials,admin,2024-04-05 14:14:00
929,2023-09-25,DDoS,Critical,Resolved,Distributed denial of service attack on API gateway,emma,2023-09-25 00:49:00
930,2024-02-16,SQL Injection,Medium,In Progress,SQL injection attempt detected on API endpoint,system,2024-02-16 02:22:00
931,2024-06-19,Malware,Low,Open,Malicious software found on workstation 861,alice,2024-06-19 06:59:00
932,2024-02-25,DDoS,Low,Resolved,Distributed denial of service attack on web server,charlie,2024-02-25 05:25:00
933,2024-08-26,Unauthorized Access,Medium,In Progress,Failed login attempts from IP 122.19.32.217,system,2024-08-26 11:23:00
934,2023-11-10,Malware,Critical,In Progress,Malicious software found on workstation 491,charlie,2023-11-10 06:04:00
935,2024-09-07,Phishing,High,Open,Suspicious email detected targeting IT department,emma,2024-09-07 07:41:00
936,2024-11-06,DDoS,Medium,In Progress,Distributed denial of service attack on database,system,2024-11-06 03:53:00
937,2024-06-13,Data Breach,Low,Closed,Unauthorized data access - 9922 records exposed,admin,2024-06-13 07:18:00
938,2024-02-01,Data Breach,Critical,In Progress,Unauthorized data access - 9908 records exposed,system,2024-02-01 16:11:00
939,2024-08-17,Brute Force,Low,In Progress,Multiple password attempts detected - 309 attempts in 50 minutes,bob,2024-08-17 09:14:00
940,2024-01-21,Malware,Critical,Resolved,Malicious software found on workstation 339,bob,2024-01-21 06:55:00
941,2024-01-03,Unauthorized Access,Critical,Resolved,Failed login attempts from IP 96.126.247.93,admin,2024-01-03 02:46:00
942,2024-02-16,DDoS,High,Resolved,Distributed denial of service attack on web server,emma,2024-02-16 15:26:00
943,2024-10-24,Phishing,Medium,In Progress,Suspicious email detected targeting finance department,admin,2024-10-24 01:46:00
944,2024-03-03,Malware,Critical,Resolved,Malicious software found on workstation 261,david,2024-03-03 02:58:00
945,2023-04-02,DDoS,Critical,In Progress,Distributed denial of service attack on API gateway,admin,2023-04-02 16:21:00
946,2023-01-21,DDoS,Medium,Open,Distributed denial of service attack on database,emma,2023-01-21 00:15:00
947,2023-07-12,Brute Force,Medium,In Progress,Multiple password attempts detected - 362 attempts in 8 minutes,emma,2023-07-12 11:52:00
948,2023-05-28,DDoS,High,Resolved,Distributed denial of service attack on web server,admin,2023-05-28 20:40:00
949,2024-10-04,Malware,Low,In Progress,Malicious software found on workstation 473,admin,2024-10-04 23:53:00
950,2023-07-23,Unauthorized Access,Critical,In Progress,Failed login attempts from IP 111.127.40.170,bob,2023-07-23 17:31:00
951,2024-05-25,SQL Injection,High,In Progress,SQL injection attempt detected on API endpoint,system,2024-05-25 12:26:00
952,2023-06-10,SQL Injection,Low,Open,SQL injection attempt detected on login page,admin,2023-06-10 09:35:00
953,2023-10-22,SQL Injection,Critical,Closed,SQL injection attempt detected on API endpoint,charlie,2023-10-22 19:21:00
954,2023-01-18,SQL Injection,Low,Closed,SQL injection attempt detected on login page,alice,2023-01-18 12:34:00
955,2024-08-09,Phishing,Critical,In Progress,Suspicious email detected targeting finance department,bob,2024-08-09 16:08:00
956,2024-05-11,Data Breach,Critical,In Progress,Unauthorized data access - 7627 records exposed,admin,2024-05-11 05:24:00
957,2024-09-24,SQL Injection,Critical,Closed,SQL injection attempt detected on API endpoint,emma,2024-09-24 12:59:00
958,2024-09-20,DDoS,Medium,Open,Distributed denial of service attack on API gateway,charlie,2024-09-20 04:03:00
959,2024-03-18,XSS Attack,Medium,Resolved,Cross-site scripting vulnerability exploited in user profile,bob,2024-03-18 21:45:00
960,2024-02-29,DDoS,Critical,Open,Distributed denial of service attack on API gateway,admin,2024-02-29 19:17:00
961,2024-01-27,Malware,Medium,Open,Malicious software found on workstation 490,bob,2024-01-27 15:25:00
962,2023-10-30,Malware,High,Resolved,Malicious software found on workstation 596,emma,2023-10-30 22:11:00
963,2024-04-06,DDoS,Medium,In Progress,Distributed denial of service attack on web server,alice,2024-04-06 21:32:00
964,2024-11-19,DDoS,Critical,Resolved,Distributed denial of service attack on API gateway,emma,2024-11-19 02:34:00
965,2023-03-04,Social Engineering,Medium,Resolved,Employee reported suspicious email requesting credentials,system,2023-03-04 06:56:00
966,2024-07-17,Unauthorized Access,Critical,Resolved,Failed login attempts from IP 47.165.29.71,david,2024-07-17 08:16:00
967,2024-02-25,Ransomware,Critical,Open,Encryption malware detected - 267 files affected,alice,2024-02-25 11:42:00
968,2024-04-13,Phishing,Medium,Resolved,Suspicious email detected targeting finance department,david,2024-04-13 21:15:00
969,2024-05-07,Data Breach,High,Resolved,Unauthorized data access - 3506 records exposed,alice,2024-05-07 20:07:00
970,2023-11-20,XSS Attack,Low,In Progress,Cross-site scripting vulnerability exploited in user profile,system,2023-11-20 23:52:00
971,2024-03-20,XSS Attack,Low,Closed,Cross-site scripting vulnerability exploited in comment section,bob,2024-03-20 05:37:00
972,2023-08-06,Malware,Medium,Resolved,Malicious software found on workstation 476,system,2023-08-06 09:01:00
973,2023-01-23,Data Breach,High,Resolved,Unauthorized data access - 3739 records exposed,system,2023-01-23 23:06:00
974,2024-04-26,Phishing,Low,Resolved,Suspicious email detected targeting finance department,david,2024-04-26 02:38:00
975,2023-01-30,Ransomware,High,Closed,Encryption malware detected - 249 files affected,admin,2023-01-30 08:26:00
976,2024-05-11,Malware,Low,In Progress,Malicious software found on workstation 505,system,2024-05-11 22:05:00
977,2023-10-14,Brute Force,Medium,In Progress,Multiple password attempts detected - 245 attempts in 47 minutes,alice,2023-10-14 12:50:00
978,2023-10-13,XSS Attack,Critical,In Progress,Cross-site scripting vulnerability exploited in comment section,david,2023-10-13 21:28:00
979,2023-10-15,Malware,Critical,Resolved,Malicious software found on workstation 279,bob,2023-10-15 13:45:00
980,2024-02-09,Brute Force,High,Resolved,Multiple password attempts detected - 343 attempts in 9 minutes,david,2024-02-09 15:34:00
981,2023-09-24,Phishing,Low,In Progress,Suspicious email detected targeting HR department,david,2023-09-24 02:38:00
982,2024-11-20,Malware,Low,Open,Malicious software found on workstation 616,system,2024-11-20 23:52:00
983,2023-02-27,Ransomware,Critical,Resolved,Encryption malware detected - 140 files affected,bob,2023-02-27 02:40:00
984,2023-07-14,Brute Force,Medium,Closed,Multiple password attempts detected - 152 attempts in 54 minutes,admin,2023-07-14 06:14:00
985,2024-03-31,XSS Attack,Medium,In Progress,Cross-site scripting vulnerability exploited in search bar,admin,2024-03-31 14:29:00
986,2024-08-06,Social Engineering,High,Closed,Employee reported suspicious email requesting credentials,emma,2024-08-06 11:22:00
987,2023-08-30,Social Engineering,Low,Resolved,Employee reported suspicious email requesting credentials,charlie,2023-08-30 04:55:00
988,2024-01-10,DDoS,Low,Open,Distributed denial of service attack on web server,admin,2024-01-10 00:00:00
989,2023-01-08,Social Engineering,High,Closed,Employee reported suspicious text message requesting credentials,emma,2023-01-08 11:32:00
990,2023-02-02,Unauthorized Access,Critical,In Progress,Failed login attempts from IP 18.77.205.77,david,2023-02-02 16:06:00
991,2023-12-02,Malware,Low,Resolved,Malicious software found on workstation 586,admin,2023-12-02 00:27:00
992,2024-05-13,Ransomware,Low,In Progress,Encryption malware detected - 90 files affected,system,2024-05-13 07:57:00
993,2023-10-30,Social Engineering,Medium,Closed,Employee reported suspicious phone call requesting credentials,emma,2023-10-30 01:39:00
994,2023-08-10,Ransomware,Low,Closed,Encryption malware detected - 283 files affected,alice,2023-08-10 20:40:00
995,2024-07-06,Data Breach,Medium,Closed,Unauthorized data access - 3600 records exposed,alice,2024-07-06 07:10:00
996,2023-05-13,Malware,Critical,Open,Malicious software found on workstation 155,alice,2023-05-13 16:33:00
997,2023-09-10,Ransomware,Critical,Open,Encryption malware detected - 217 files affected,alice,2023-09-10 14:32:00
998,2023-02-09,Malware,Medium,Resolved,Malicious software found on workstation 913,bob,2023-02-09 23:19:00
999,2023-07-30,SQL Injection,High,In Progress,SQL injection attempt detected on login page,system,2023-07-30 22:37:00
