id,dataset_name,category,source,last_update,record_count,file_size_mb,created_at
802,Shopping Cart Abandonment 2021,E-commerce,API Collection,2025-06-15,3143407,1688.02,2024-05-23 14:20:31
803,Email Marketing Metrics 2020,Marketing,Web Scraping,2025-01-24,8142,6.94,2023-01-28 14:20:31
804,Patient Records 2020,Healthcare,UCI ML Repository,2025-09-23,3391597,2772.35,2025-06-05 14:20:31
805,Product Reviews 2020,E-commerce,AWS Open Data,2025-01-03,7455,0.87,2023-12-29 14:20:31
806,Production Metrics 2021,Manufacturing,Kaggle,2025-01-12,512753,419.16,2023-07-16 14:20:31
807,Public Transit Usage 2021,Transportation,Internal,2025-07-14,2217953,1772.57,2025-02-25 14:20:31
808,Traffic Patterns 2022,Transportation,GitHub,2025-02-20,668269,184.86,2024-12-12 14:20:31
809,Product Catalog 2022,E-commerce,Internal,2025-05-09,744302,453.72,2023-12-11 14:20:31
810,Inventory Management 2022,Retail,Company Database,2025-10-22,4723671,497.63,2024-02-16 14:20:31
811,Vehicle Telemetry 2022,IoT,API Collection,2025-08-25,854616,203.81,2023-12-19 14:20:31
812,Course Enrollment 2022,Education,Internal,2025-08-07,7619382,5915.58,2024-12-02 14:20:31
813,Equipment Maintenance 2022,Manufacturing,Google Dataset Search,2025-08-18,107806,95.95,2025-07-04 14:20:31
814,Quality Control 2022,Manufacturing,Internal,2025-01-05,58506,5.98,2024-03-21 14:20:31
815,User Interactions 2024,Social Media,Company Database,2025-11-29,5130122,4408.82,2024-11-10 14:20:31
816,Influencer Metrics 2022,Social Media,Internal,2025-01-05,57301,32.54,2023-06-02 14:20:31
817,Clinical Trials 2022,Healthcare,GitHub,2025-03-09,7083,1.16,2024-07-19 14:20:31
818,Sales Transactions 2022,Retail,Kaggle,2025-05-05,1080,0.52,2024-04-15 14:20:31
819,Course Enrollment 2021,Education,Google Dataset Search,2025-01-20,9413,9.09,2023-09-11 14:20:31
820,Investment Portfolio 2024,Finance,API Collection,2025-04-14,3459320,371.31,2025-03-14 14:20:31
821,Supply Chain 2020,Manufacturing,Kaggle,2025-09-19,6593143,3711.11,2024-08-13 14:20:31
822,Shopping Cart Abandonment 2021,E-commerce,Web Scraping,2025-05-01,62275,53.95,2024-12-04 14:20:31
823,Flight Schedules 2021,Transportation,Data.gov,2025-01-29,6407548,4874.72,2023-08-28 14:20:31
824,Production Metrics 2020,Manufacturing,Data.gov,2025-07-30,5337,1.72,2023-11-05 14:20:31
825,Public Transit Usage 2020,Transportation,API Collection,2025-07-18,1052,0.19,2023-12-24 14:20:31
826,Quality Control 2024,Manufacturing,Data.gov,2025-11-09,45743,41.04,2024-01-11 14:20:31
827,Supply Chain 2024,Manufacturing,Internal,2025-04-19,911692,319.63,2024-04-30 14:20:31
828,Sales Transactions 2022,Retail,UCI ML Repository,2025-01-03,6106554,1019.91,2023-09-10 14:20:31
829,Customer Foot Traffic 2023,Retail,Web Scraping,2025-10-31,9810,5.36,2024-11-13 14:20:31
830,Sentiment Analysis 2022,Social Media,API Collection,2025-07-04,56716,6.94,2023-09-23 14:20:31
831,Product Reviews 2023,E-commerce,Kaggle,2025-02-15,78701,47.81,2024-12-15 14:20:31
832,Store Performance 2020,Retail,Company Database,2025-07-03,1041440,649.97,2024-07-19 14:20:31
833,User Interactions 2020,Social Media,Kaggle,2025-04-28,202638,27.13,2024-05-13 14:20:31
834,Trending Topics 2024,Social Media,Web Scraping,2025-02-15,62093,46.6,2023-06-13 14:20:31
835,Transaction Records 2020,Finance,API Collection,2025-03-26,8004971,5760.67,2024-10-11 14:20:31
836,Medical Imaging 2020,Healthcare,Google Dataset Search,2025-01-07,7906,3.2,2023-11-11 14:20:31
837,Supply Chain 2024,Manufacturing,GitHub,2024-12-08,1277,1.0,2023-04-16 14:20:31
838,User Interactions 2020,Social Media,Company Database,2025-12-03,7164,5.93,2024-07-24 14:20:31
839,Course Enrollment 2021,Education,Kaggle,2025-07-12,11897,10.09,2025-02-18 14:20:31
840,Quality Control 2023,Manufacturing,GitHub,2025-04-06,37962,23.39,2024-06-18 14:20:31
841,Sensor Readings 2023,IoT,Web Scraping,2025-02-01,49335,5.74,2024-05-04 14:20:31
842,Environmental Monitoring 2020,IoT,Google Dataset Search,2025-05-31,305440,52.46,2025-01-10 14:20:31
843,Stock Market Data 2024,Finance,Company Database,2025-02-23,1170147,186.1,2023-10-02 14:20:31
844,Equipment Maintenance 2020,Manufacturing,AWS Open Data,2025-03-22,4671920,1609.57,2025-02-01 14:20:31
845,Smart Home Data 2024,IoT,Web Scraping,2025-09-03,30349,7.81,2025-06-01 14:20:31
846,Customer Foot Traffic 2020,Retail,Internal,2025-03-26,20469,5.76,2023-05-30 14:20:31
847,Product Catalog 2020,E-commerce,Internal,2025-06-27,1878345,675.2,2024-01-20 14:20:31
848,Email Marketing Metrics 2020,Marketing,API Collection,2025-01-03,48785,39.46,2023-12-20 14:20:31
849,Vehicle Telemetry 2022,IoT,Web Scraping,2025-06-04,3033493,1971.17,2023-06-11 14:20:31
850,Drug Interactions 2022,Healthcare,UCI ML Repository,2025-12-04,7531331,5073.83,2025-03-22 14:20:31
851,User Interactions 2024,Social Media,Company Database,2025-03-03,759757,484.93,2023-12-09 14:20:31
852,Campaign Performance 2021,Marketing,Kaggle,2025-04-12,674342,98.59,2024-07-16 14:20:31
853,Clinical Trials 2020,Healthcare,Kaggle,2025-09-02,2377072,1336.97,2024-12-04 14:20:31
854,Product Catalog 2020,E-commerce,Company Database,2025-11-18,6694326,3991.94,2025-08-30 14:20:31
855,Influencer Metrics 2023,Social Media,AWS Open Data,2025-05-19,92145,77.88,2023-06-23 14:20:31
856,Social Media Engagement 2023,Marketing,GitHub,2025-05-23,9065,2.13,2024-11-13 14:20:31
857,Medical Imaging 2024,Healthcare,Internal,2025-07-19,57251,43.41,2024-07-03 14:20:31
858,Stock Market Data 2024,Finance,Google Dataset Search,2025-10-11,657193,450.61,2025-04-11 14:20:31
859,Influencer Metrics 2020,Social Media,GitHub,2025-01-16,62740,39.67,2024-05-07 14:20:31
860,Stock Market Data 2024,Finance,UCI ML Repository,2024-12-30,128001,69.7,2024-02-06 14:20:31
861,Drug Interactions 2023,Healthcare,UCI ML Repository,2025-10-11,51931,31.2,2025-04-11 14:20:31
862,Drug Interactions 2023,Healthcare,Google Dataset Search,2025-08-14,3866504,2769.74,2024-06-13 14:20:31
863,Email Marketing Metrics 2021,Marketing,Data.gov,2025-06-02,1710,0.6,2023-10-15 14:20:31
864,Supply Chain 2020,Manufacturing,Google Dataset Search,2025-05-27,1772680,203.86,2025-02-05 14:20:31
865,Trending Topics 2024,Social Media,Company Database,2025-09-11,761272,654.75,2024-01-20 14:20:31
866,Influencer Metrics 2023,Social Media,GitHub,2025-06-29,15883,2.05,2023-07-13 14:20:31
867,User Interactions 2022,Social Media,Company Database,2025-03-02,8668,8.46,2023-07-04 14:20:31
868,Store Performance 2021,Retail,AWS Open Data,2025-08-12,4998301,4695.3,2023-10-27 14:20:31
869,Trending Topics 2024,Social Media,Google Dataset Search,2025-07-06,28303,23.1,2025-03-22 14:20:31
870,Shipping Routes 2020,Transportation,Web Scraping,2025-03-10,8268,1.98,2023-07-06 14:20:31
871,Influencer Metrics 2022,Social Media,UCI ML Repository,2025-03-04,440400,323.73,2023-05-15 14:20:31
872,Shipping Routes 2020,Transportation,AWS Open Data,2025-02-19,358652,353.39,2023-07-31 14:20:31
873,Quality Control 2020,Manufacturing,Kaggle,2025-03-05,353456,44.59,2023-06-23 14:20:31
874,Environmental Monitoring 2020,IoT,Kaggle,2025-03-04,66231,48.21,2024-09-09 14:20:31
875,Inventory Management 2020,Retail,AWS Open Data,2025-10-31,77366,45.74,2024-08-11 14:20:31
876,Traffic Patterns 2022,Transportation,Company Database,2025-09-25,2372,1.8,2023-12-03 14:20:31
877,Student Performance 2020,Education,Google Dataset Search,2025-07-15,5479,1.24,2025-05-31 14:20:31
878,Traffic Patterns 2022,Transportation,API Collection,2025-10-18,9587,2.5,2025-03-20 14:20:31
879,Customer Foot Traffic 2024,Retail,Kaggle,2025-10-16,1467361,1413.39,2024-02-15 14:20:31
880,User Interactions 2020,Social Media,UCI ML Repository,2025-05-14,9045397,6067.84,2024-02-07 14:20:31
881,Quality Control 2023,Manufacturing,Company Database,2024-12-13,2807971,1713.24,2024-05-17 14:20:31
882,Product Reviews 2021,E-commerce,Company Database,2025-10-27,4089017,1220.81,2024-06-27 14:20:31
883,Investment Portfolio 2023,Finance,GitHub,2025-09-04,139291,89.62,2025-07-16 14:20:31
884,Inventory Management 2022,Retail,Internal,2025-09-17,8247636,6340.7,2024-05-27 14:20:31
885,Clinical Trials 2024,Healthcare,Web Scraping,2025-01-26,3229,1.29,2023-12-22 14:20:31
886,User Interactions 2023,Social Media,Web Scraping,2024-12-13,5762,0.96,2024-05-16 14:20:31
887,User Purchase History 2021,E-commerce,Google Dataset Search,2025-11-22,8226336,2997.4,2024-11-02 14:20:31
888,Environmental Monitoring 2021,IoT,Company Database,2025-08-05,99424,85.89,2024-11-11 14:20:31
889,Smart Home Data 2020,IoT,Internal,2025-05-11,8332782,8327.64,2024-11-13 14:20:31
890,Product Reviews 2020,E-commerce,Internal,2025-09-12,26765,20.26,2024-04-12 14:20:31
891,Flight Schedules 2021,Transportation,Google Dataset Search,2025-11-14,4451,1.47,2023-12-09 14:20:31
892,Learning Analytics 2021,Education,Google Dataset Search,2025-11-29,5432,4.04,2025-04-07 14:20:31
893,Traffic Patterns 2024,Transportation,Google Dataset Search,2025-07-06,171525,154.44,2024-04-19 14:20:31
894,Course Enrollment 2022,Education,Internal,2025-11-09,94374,50.16,2024-01-13 14:20:31
895,Email Marketing Metrics 2022,Marketing,AWS Open Data,2025-05-15,4725,1.91,2025-04-09 14:20:31
896,Equipment Maintenance 2020,Manufacturing,GitHub,2025-11-24,16465,7.53,2025-10-01 14:20:31
897,Product Reviews 2022,E-commerce,Kaggle,2025-04-24,7998258,927.52,2023-10-19 14:20:31
898,Supply Chain 2021,Manufacturing,Data.gov,2025-05-15,955479,940.89,2024-07-11 14:20:31
899,Stock Market Data 2022,Finance,Data.gov,2025-01-18,948857,508.54,2024-08-19 14:20:31
900,User Interactions 2023,Social Media,API Collection,2025-07-02,7556541,3906.77,2024-07-31 14:20:31
901,Medical Imaging 2022,Healthcare,Data.gov,2025-06-13,4921417,1108.36,2025-03-04 14:20:31
902,Inventory Management 2023,Retail,Google Dataset Search,2024-12-17,7198658,5738.01,2024-03-15 14:20:31
903,Transaction Records 2022,Finance,Data.gov,2025-10-03,359511,310.45,2024-02-13 14:20:31
904,Email Marketing Metrics 2021,Marketing,Data.gov,2025-08-21,731940,569.39,2024-01-11 14:20:31
905,Student Performance 2022,Education,Company Database,2025-02-26,7762,7.72,2023-03-27 14:20:31
906,Shipping Routes 2022,Transportation,UCI ML Repository,2025-12-01,4534094,1704.51,2024-08-13 14:20:31
907,Investment Portfolio 2024,Finance,Company Database,2025-11-16,9350,6.17,2024-04-24 14:20:31
908,Email Marketing Metrics 2022,Marketing,GitHub,2025-10-22,727702,190.81,2024-09-03 14:20:31
909,Quality Control 2020,Manufacturing,Data.gov,2025-10-21,1329208,770.27,2024-09-12 14:20:31
910,Patient Records 2021,Healthcare,Web Scraping,2025-08-15,8373,0.98,2025-02-12 14:20:31
911,User Purchase History 2020,E-commerce,Web Scraping,2025-05-31,551023,241.99,2023-06-30 14:20:31
912,Stock Market Data 2021,Finance,UCI ML Repository,2025-05-05,602955,522.21,2024-07-18 14:20:31
913,Drug Interactions 2024,Healthcare,Company Database,2025-09-03,7312167,2572.77,2024-02-23 14:20:31
914,Quality Control 2021,Manufacturing,Internal,2025-11-05,3865847,1246.44,2024-09-23 14:20:31
915,Email Marketing Metrics 2023,Marketing,GitHub,2025-03-02,2428177,460.81,2023-11-02 14:20:31
916,Environmental Monitoring 2021,IoT,Data.gov,2025-03-03,991081,519.87,2023-08-09 14:20:31
917,Inventory Management 2020,Retail,Data.gov,2025-10-06,113462,51.93,2023-12-20 14:20:31
918,Traffic Patterns 2020,Transportation,Data.gov,2025-11-06,75291,35.65,2024-03-28 14:20:31
919,Production Metrics 2020,Manufacturing,Internal,2024-12-30,7281,6.78,2024-03-28 14:20:31
920,Smart Home Data 2020,IoT,Google Dataset Search,2025-08-24,9067279,4114.58,2024-04-16 14:20:31
921,Public Transit Usage 2020,Transportation,Google Dataset Search,2025-07-19,2716580,580.0,2024-02-05 14:20:31
922,Sales Transactions 2021,Retail,Data.gov,2025-10-21,5005,4.09,2024-09-03 14:20:31
923,Inventory Management 2022,Retail,Kaggle,2025-05-03,29267,16.03,2024-01-03 14:20:31
924,Traffic Patterns 2023,Transportation,Kaggle,2024-12-28,1331389,1169.54,2023-02-26 14:20:31
925,Product Catalog 2023,E-commerce,Kaggle,2025-05-28,1463175,1177.48,2023-07-23 14:20:31
926,Inventory Management 2022,Retail,Kaggle,2025-03-23,1815,1.0,2024-10-12 14:20:31
927,Sensor Readings 2022,IoT,Web Scraping,2025-10-03,9780457,5914.87,2024-05-13 14:20:31
928,Graduation Rates 2024,Education,GitHub,2025-09-20,1337,0.73,2024-11-17 14:20:31
929,Production Metrics 2020,Manufacturing,Kaggle,2025-07-25,1717515,1146.58,2024-10-05 14:20:31
930,Sensor Readings 2023,IoT,Data.gov,2025-07-31,91466,18.07,2023-09-21 14:20:31
931,Customer Foot Traffic 2024,Retail,Kaggle,2025-11-28,6839,1.55,2024-07-25 14:20:31
932,Email Marketing Metrics 2021,Marketing,Company Database,2025-10-28,5815215,2095.38,2025-06-11 14:20:31
933,Trending Topics 2023,Social Media,Kaggle,2025-10-16,5791932,1698.87,2025-05-25 14:20:31
934,Inventory Management 2023,Retail,Company Database,2025-12-03,397914,121.15,2024-08-15 14:20:31
935,Product Reviews 2024,E-commerce,Google Dataset Search,2024-12-29,2692560,1185.2,2024-07-21 14:20:31
936,Email Marketing Metrics 2021,Marketing,GitHub,2025-11-15,7585652,4287.14,2025-04-30 14:20:31
937,Patient Records 2021,Healthcare,UCI ML Repository,2025-10-21,8199462,3742.68,2023-12-24 14:20:31
938,Customer Behavior Analysis 2023,Marketing,Internal,2025-06-06,91873,66.87,2023-12-13 14:20:31
939,Supply Chain 2021,Manufacturing,Company Database,2025-09-30,29936,22.1,2024-08-20 14:20:31
940,Student Performance 2023,Education,Web Scraping,2025-01-24,8968027,8683.93,2024-05-10 14:20:31
941,Public Transit Usage 2020,Transportation,API Collection,2024-12-08,568177,208.01,2024-11-04 14:20:31
942,Product Reviews 2023,E-commerce,Company Database,2025-05-26,48366,13.39,2024-08-24 14:20:31
943,Patient Records 2020,Healthcare,AWS Open Data,2025-09-11,117162,32.08,2025-07-22 14:20:31
944,Inventory Management 2020,Retail,Internal,2025-10-23,544834,375.83,2025-04-01 14:20:31
945,Trending Topics 2024,Social Media,UCI ML Repository,2025-09-28,650312,545.24,2025-05-29 14:20:31
946,Social Media Engagement 2021,Marketing,Web Scraping,2025-02-08,4682,3.96,2024-03-10 14:20:31
947,Vehicle Telemetry 2023,IoT,Data.gov,2025-05-19,787391,414.83,2023-08-05 14:20:31
948,Flight Schedules 2024,Transportation,Web Scraping,2025-04-19,6961,0.73,2024-07-01 14:20:31
949,Credit Risk Assessment 2021,Finance,Data.gov,2025-06-07,8750162,8192.77,2024-06-06 14:20:31
950,Quality Control 2022,Manufacturing,Google Dataset Search,2025-03-21,33155,21.67,2023-12-19 14:20:31
951,Shopping Cart Abandonment 2024,E-commerce,UCI ML Repository,2025-08-28,973120,354.52,2024-05-18 14:20:31
952,Email Marketing Metrics 2020,Marketing,Internal,2025-03-22,5036404,2436.65,2023-08-25 14:20:31
953,Quality Control 2021,Manufacturing,Data.gov,2025-12-01,736266,155.47,2024-05-20 14:20:31
954,Learning Analytics 2022,Education,Data.gov,2025-05-26,546257,394.7,2023-12-28 14:20:31
955,Campaign Performance 2022,Marketing,Internal,2025-05-10,4614961,2845.6,2024-01-19 14:20:31
956,Email Marketing Metrics 2021,Marketing,Company Database,2025-04-18,4651,4.11,2023-12-20 14:20:31
957,Vehicle Telemetry 2023,IoT,AWS Open Data,2025-12-07,1424,0.21,2025-01-03 14:20:31
958,Store Performance 2020,Retail,Web Scraping,2025-10-28,7206478,6981.5,2024-06-09 14:20:31
959,Medical Imaging 2024,Healthcare,UCI ML Repository,2025-06-10,3005181,486.99,2023-10-25 14:20:31
960,Transaction Records 2022,Finance,Google Dataset Search,2025-04-18,883382,792.73,2024-04-10 14:20:31
961,Smart Home Data 2022,IoT,Google Dataset Search,2025-12-01,820384,279.91,2024-11-24 14:20:31
962,Sales Transactions 2022,Retail,AWS Open Data,2025-07-03,6061,2.24,2024-08-19 14:20:31
963,Store Performance 2022,Retail,Company Database,2025-04-17,531422,331.61,2025-01-25 14:20:31
964,Sales Transactions 2021,Retail,AWS Open Data,2025-01-29,90743,90.2,2024-07-04 14:20:31
965,Product Catalog 2020,E-commerce,Google Dataset Search,2025-06-15,5420831,2628.49,2023-12-06 14:20:31
966,Supply Chain 2021,Manufacturing,Google Dataset Search,2025-01-05,672522,226.7,2023-07-07 14:20:31
967,Store Performance 2021,Retail,Kaggle,2025-06-01,8218858,1141.45,2025-02-06 14:20:31
968,Equipment Maintenance 2022,Manufacturing,AWS Open Data,2025-03-13,5939081,4202.11,2023-12-26 14:20:31
969,Trending Topics 2024,Social Media,GitHub,2025-01-15,480301,478.77,2024-02-26 14:20:31
970,Stock Market Data 2020,Finance,GitHub,2025-01-28,4612,2.63,2024-06-03 14:20:31
971,Quality Control 2021,Manufacturing,AWS Open Data,2025-08-30,699479,672.68,2025-04-19 14:20:31
972,Medical Imaging 2023,Healthcare,Company Database,2025-02-17,9439096,2375.45,2023-12-31 14:20:31
973,User Purchase History 2024,E-commerce,Kaggle,2025-06-18,4620,0.8,2023-12-29 14:20:31
974,Course Enrollment 2022,Education,Company Database,2025-10-05,87101,43.41,2024-09-20 14:20:31
975,Clinical Trials 2023,Healthcare,Company Database,2024-12-19,4624848,2097.57,2023-10-12 14:20:31
976,Learning Analytics 2020,Education,AWS Open Data,2025-05-23,730733,629.51,2024-12-21 14:20:31
977,Shopping Cart Abandonment 2021,E-commerce,Kaggle,2025-05-02,4403826,760.69,2024-02-07 14:20:31
978,Shipping Routes 2024,Transportation,Company Database,2025-01-01,8732342,3184.09,2023-12-28 14:20:31
979,Credit Risk Assessment 2024,Finance,Kaggle,2024-12-17,413595,343.89,2023-09-26 14:20:31
980,Production Metrics 2023,Manufacturing,GitHub,2025-03-29,835137,779.04,2024-06-03 14:20:31
981,Environmental Monitoring 2022,IoT,UCI ML Repository,2025-10-17,83940,27.72,2025-01-13 14:20:31
982,Store Performance 2024,Retail,AWS Open Data,2025-11-13,6389,5.74,2024-07-16 14:20:31
983,Influencer Metrics 2020,Social Media,GitHub,2025-05-27,87324,83.61,2023-05-30 14:20:31
984,Sales Transactions 2020,Retail,GitHub,2025-10-18,360455,81.19,2025-05-01 14:20:31
985,Supply Chain 2024,Manufacturing,Web Scraping,2025-03-02,5337,5.15,2023-10-25 14:20:31
986,Transaction Records 2022,Finance,Data.gov,2025-01-01,4033,1.31,2024-10-02 14:20:31
987,Equipment Maintenance 2020,Manufacturing,Kaggle,2025-03-14,4048,0.41,2024-03-05 14:20:31
988,Flight Schedules 2024,Transportation,GitHub,2025-04-10,825069,784.84,2023-04-29 14:20:31
989,Supply Chain 2020,Manufacturing,Internal,2025-08-30,8487,2.96,2024-10-24 14:20:31
990,Drug Interactions 2021,Healthcare,Kaggle,2025-06-13,320213,256.26,2023-08-19 14:20:31
991,Traffic Patterns 2024,Transportation,GitHub,2025-02-01,5108818,1463.0,2024-05-26 14:20:31
992,Email Marketing Metrics 2020,Marketing,Web Scraping,2025-01-02,1079148,684.82,2023-04-16 14:20:31
993,Traffic Patterns 2024,Transportation,Internal,2025-01-03,93365,73.49,2023-08-15 14:20:31
994,Public Transit Usage 2022,Transportation,GitHub,2025-10-30,8372153,6810.25,2025-04-13 14:20:31
995,Transaction Records 2020,Finance,API Collection,2025-07-12,530922,186.52,2024-03-07 14:20:31
996,Sensor Readings 2021,IoT,AWS Open Data,2025-01-19,2599,0.8,2023-04-29 14:20:31
997,Vehicle Telemetry 2024,IoT,GitHub,2025-02-01,12019,2.53,2023-10-26 14:20:31
998,Customer Behavior Analysis 2021,Marketing,Web Scraping,2025-07-01,5936,1.72,2024-12-18 14:20:31
999,Student Performance 2020,Education,Kaggle,2025-03-12,6181,0.72,2024-05-05 14:20:31
1000,Student Performance 2022,Education,Web Scraping,2025-06-18,7347,1.37,2025-04-07 14:20:31
